Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle.boulder,BoulderSolver.AStarComparator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle.boulder,BoulderSolver.AStarComparator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle.boulder,BoulderSolver.GameState,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: grid; playerX; playerY
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle.boulder,BoulderSolver.GameState,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dungeon.terminal,OrderTerminal,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dungeon.terminal,OrderTerminal,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TerminalSolver
forkassn3,de.hysky.skyblocker.skyblock.dungeon.terminal,StartsWithTerminal,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dungeon.terminal,StartsWithTerminal,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TerminalSolver
forkassn3,de.hysky.skyblocker.skyblock.dungeon.terminal,ColorTerminal,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dungeon.terminal,ColorTerminal,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TerminalSolver
forkassn3,de.hysky.skyblocker.skyblock.dungeon.terminal,LightsOnTerminal,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dungeon.terminal,LightsOnTerminal,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TerminalSolver
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyEntry,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PARTY_CARD_TEXTURE; PARTY_CARD_TEXTURE_HOVER; JOIN_TEXT; SKULL_CACHE; screen; slotID; partyLeader; floor; dungeon; note; floorSkullProperties; partyLeaderSkin; partyMembers; minClassLevel; minCatacombsLevel; isLocked; lockReason; name; dungeonClass; classLevel; skinTexture; DE_LIST_TEXT; YOUR_PARTY_TEXT
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyEntry,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SnapshotDebug; RenderHelper; SkyblockerMod; ContainerSolverManager; ContainerSolver; UltrasequencerSolver; HelperConfig; Waypoint; NewYearCakesHelper; SkyblockerConfigManager; SkyblockerConfig; Utils; Http; ApiAuthentication; MuseumItemCache; ItemUtils; TooltipInfoType; ItemTooltip; GeneralConfig; CraftPriceTooltip; NEURepoManager; ItemRepository; ItemStackBuilder; SkyblockCraftingRecipe; ObtainedDateTooltip; StatusBarTracker; ConfigDataFixer; SkyblockerScreen; Tips; ProfileViewerScreen; ProfileViewerPage; SubPageSelectButton; ProfileViewerTextWidget; ProfileViewerUtils; ProfileViewerNavButton; ProfileUtils; ApiUtils; AccessoriesHelper; Waypoints; FairySouls; Relics; MythologicalRitual; EnderNodes; OrderedWaypoints; CustomArmorDyeColors; BackpackPreview; ItemRarityBackgrounds; ItemProtection; FarmingHud; FarmingHudWidget; LowerSensitivity; ChatMessageListener; Shortcuts; ChatRulesHandler; ChatRule; ChatRuleAnnouncementScreen; CalculatorCommand; Calculator; DiscordRPCManager; LividColor; DungeonsConfig; DungeonManager; Room; SecretWaypoint; DungeonEvents; DungeonMapUtils; Debug; DebugRoom; DungeonMap; DungeonScore; PlayerListMgr; FishingHelper; DungeonScoreHUD; Waterboard; PartyFinderScreen; PartyEntryListWidget; PartyEntry; FinderSettingsContainer; OptionDropdownWidget; RangedValueWidget; ChestValue; UIAndVisualsConfig; FireFreezeStaffTimer; GuardianHealth; TheRift; TheEnd; EndHudWidget; SearchOverManager; TitleContainer; ScreenMaster; ScreenBuilder; Widget; PlayerLocator; DungeonTextures; TeleportOverlay; QuiverWarning; SpecialEffects; Boulder; VisitorHelper; PetCache; SecretsTracker; DungeonPlayerWidget; Kuudra; DojoManager; ForceTestHelper; StaminaTestHelper; MasteryTestHelper; SwiftnessTestHelper; ControlTestHelper; TenacityTestHelper; FancyStatusBars; BarPositioner; StatusBar; OnClick; StatusBarRenderer; StatusBarConfig; StatusBarsConfigScreen; EditBarWidget; EventNotifications; BeaconHighlighter; WarpAutocomplete; EggFinder; TimeTowerReminder; JerryTimer; TooltipManager; SlotTextManager; SlotTextAdder
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyEntry.Player,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; dungeonClass; classLevel; skinTexture
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyEntry.Player,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyEntry.Player,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: name; dungeonClass; classLevel; skinTexture
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyEntry.NoParties,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyEntry.NoParties,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyEntry.YourParty,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: DE_LIST_TEXT; YOUR_PARTY_TEXT
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyEntry.YourParty,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyEntry.YourParty,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DE_LIST_TEXT; YOUR_PARTY_TEXT
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyEntryListWidget,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: partyEntries; isActive; search; BASE_SKULL_NBT
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,OptionDropdownWidget.Option,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: message; icon; optionSlotId
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,OptionDropdownWidget.Option,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,RangedValueWidget.State,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,RangedValueWidget.State,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,RangedValueWidget.ModifiedTextFieldWidget,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: isGood
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,RangedValueWidget.ModifiedTextFieldWidget,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyFinderScreen,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOGGER; BACKGROUND_TEXTURE; SEARCH_ICON_TEXTURE; SEARCH_TEXT; isInKuudraPartyFinder; DEBUG; possibleInventoryNames; name; handler; inventory; currentPage; partyEntryListWidget; settingsContainer; refreshSlotId; searchField; refreshButton; previousPageButton; prevPageSlotId; nextPageButton; nextPageSlotId; partyFinderButton; partyButtonSlotId; settingsButton; settingsButtonSlotId; createPartyButton; createPartyButtonSlotId; dirty; dirtiedTime; justOpenedSign; waitingForServer; floorIconsNormal; floorIconsMaster; signFront; sign; aborted
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyFinderScreen,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyFinderScreen.Page,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyFinderScreen.Page,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.special,SpecialEffects,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SnapshotDebug; RenderHelper; SkyblockerMod; ContainerSolverManager; ContainerSolver; UltrasequencerSolver; HelperConfig; Waypoint; NewYearCakesHelper; SkyblockerConfigManager; SkyblockerConfig; Utils; Http; ApiAuthentication; MuseumItemCache; ItemUtils; TooltipInfoType; ItemTooltip; GeneralConfig; CraftPriceTooltip; NEURepoManager; ItemRepository; ItemStackBuilder; SkyblockCraftingRecipe; ObtainedDateTooltip; StatusBarTracker; ConfigDataFixer; SkyblockerScreen; Tips; ProfileViewerScreen; ProfileViewerPage; SubPageSelectButton; ProfileViewerTextWidget; ProfileViewerUtils; ProfileViewerNavButton; ProfileUtils; ApiUtils; AccessoriesHelper; Waypoints; FairySouls; Relics; MythologicalRitual; EnderNodes; OrderedWaypoints; CustomArmorDyeColors; BackpackPreview; ItemRarityBackgrounds; ItemProtection; FarmingHud; FarmingHudWidget; LowerSensitivity; ChatMessageListener; Shortcuts; ChatRulesHandler; ChatRule; ChatRuleAnnouncementScreen; CalculatorCommand; Calculator; DiscordRPCManager; LividColor; DungeonsConfig; DungeonManager; Room; SecretWaypoint; DungeonEvents; DungeonMapUtils; Debug; DebugRoom; DungeonMap; DungeonScore; PlayerListMgr; FishingHelper; DungeonScoreHUD; Waterboard; PartyFinderScreen; PartyEntryListWidget; PartyEntry; FinderSettingsContainer; OptionDropdownWidget; RangedValueWidget; ChestValue; UIAndVisualsConfig; FireFreezeStaffTimer; GuardianHealth; TheRift; TheEnd; EndHudWidget; SearchOverManager; TitleContainer; ScreenMaster; ScreenBuilder; Widget; PlayerLocator; DungeonTextures; TeleportOverlay; QuiverWarning; SpecialEffects; Boulder; VisitorHelper; PetCache; SecretsTracker; DungeonPlayerWidget; Kuudra; DojoManager; ForceTestHelper; StaminaTestHelper; MasteryTestHelper; SwiftnessTestHelper; ControlTestHelper; TenacityTestHelper; FancyStatusBars; BarPositioner; StatusBar; OnClick; StatusBarRenderer; StatusBarConfig; StatusBarsConfigScreen; EditBarWidget; EventNotifications; BeaconHighlighter; WarpAutocomplete; EggFinder; TimeTowerReminder; JerryTimer; TooltipManager; SlotTextManager; SlotTextAdder
forkassn3,de.hysky.skyblocker.skyblock.end,BeaconHighlighter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: beaconPositions; RED_COLOR_COMPONENTS
forkassn3,de.hysky.skyblocker.skyblock.end,BeaconHighlighter,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SnapshotDebug; RenderHelper; SkyblockerMod; ContainerSolverManager; ContainerSolver; UltrasequencerSolver; HelperConfig; Waypoint; NewYearCakesHelper; SkyblockerConfigManager; SkyblockerConfig; Utils; Http; ApiAuthentication; MuseumItemCache; ItemUtils; TooltipInfoType; ItemTooltip; GeneralConfig; CraftPriceTooltip; NEURepoManager; ItemRepository; ItemStackBuilder; SkyblockCraftingRecipe; ObtainedDateTooltip; StatusBarTracker; ConfigDataFixer; SkyblockerScreen; Tips; ProfileViewerScreen; ProfileViewerPage; SubPageSelectButton; ProfileViewerTextWidget; ProfileViewerUtils; ProfileViewerNavButton; ProfileUtils; ApiUtils; AccessoriesHelper; Waypoints; FairySouls; Relics; MythologicalRitual; EnderNodes; OrderedWaypoints; CustomArmorDyeColors; BackpackPreview; ItemRarityBackgrounds; ItemProtection; FarmingHud; FarmingHudWidget; LowerSensitivity; ChatMessageListener; Shortcuts; ChatRulesHandler; ChatRule; ChatRuleAnnouncementScreen; CalculatorCommand; Calculator; DiscordRPCManager; LividColor; DungeonsConfig; DungeonManager; Room; SecretWaypoint; DungeonEvents; DungeonMapUtils; Debug; DebugRoom; DungeonMap; DungeonScore; PlayerListMgr; FishingHelper; DungeonScoreHUD; Waterboard; PartyFinderScreen; PartyEntryListWidget; PartyEntry; FinderSettingsContainer; OptionDropdownWidget; RangedValueWidget; ChestValue; UIAndVisualsConfig; FireFreezeStaffTimer; GuardianHealth; TheRift; TheEnd; EndHudWidget; SearchOverManager; TitleContainer; ScreenMaster; ScreenBuilder; Widget; PlayerLocator; DungeonTextures; TeleportOverlay; QuiverWarning; SpecialEffects; Boulder; VisitorHelper; PetCache; SecretsTracker; DungeonPlayerWidget; Kuudra; DojoManager; ForceTestHelper; StaminaTestHelper; MasteryTestHelper; SwiftnessTestHelper; ControlTestHelper; TenacityTestHelper; FancyStatusBars; BarPositioner; StatusBar; OnClick; StatusBarRenderer; StatusBarConfig; StatusBarsConfigScreen; EditBarWidget; EventNotifications; BeaconHighlighter; WarpAutocomplete; EggFinder; TimeTowerReminder; JerryTimer; TooltipManager; SlotTextManager; SlotTextAdder
forkassn3,de.hysky.skyblocker.skyblock.end,EndHudConfigScreen,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.end,EndHudWidget,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TITLE; INSTANCE; ENDERMAN_HEAD; POPPY
forkassn3,de.hysky.skyblocker.skyblock.end,TheEnd,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOGGER; hitZealots; zealotsSinceLastEye; zealotsKilled; eyes; dirty; currentProfile; PROFILES_STATS; FILE; protectorLocations; currentProtectorLocation; stage
forkassn3,de.hysky.skyblocker.skyblock.end,EnderNodes.EnderNode,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: particles; lastConfirmed
forkassn3,de.hysky.skyblocker.skyblock.end,EnderNodes.EnderNode,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.slayers,SlayersPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.slayers,SlayerWidget,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOGGER; TITLE; HYPIXEL_COLLECTIONS; COLLECTIONS_CACHE; TEXTURE; GUI_WIDTH; GUI_HEIGHT; playerName; hypixelProfile; playerProfile; profileNotFound; activePage; PAGE_NAMES; profileViewerPages; profileViewerNavButtons; entity; textWidget
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SnapshotDebug; RenderHelper; SkyblockerMod; ContainerSolverManager; ContainerSolver; UltrasequencerSolver; HelperConfig; Waypoint; NewYearCakesHelper; SkyblockerConfigManager; SkyblockerConfig; Utils; Http; ApiAuthentication; MuseumItemCache; ItemUtils; TooltipInfoType; ItemTooltip; GeneralConfig; CraftPriceTooltip; NEURepoManager; ItemRepository; ItemStackBuilder; SkyblockCraftingRecipe; ObtainedDateTooltip; StatusBarTracker; ConfigDataFixer; SkyblockerScreen; Tips; ProfileViewerScreen; ProfileViewerPage; SubPageSelectButton; ProfileViewerTextWidget; ProfileViewerUtils; ProfileViewerNavButton; ProfileUtils; ApiUtils; AccessoriesHelper; Waypoints; FairySouls; Relics; MythologicalRitual; EnderNodes; OrderedWaypoints; CustomArmorDyeColors; BackpackPreview; ItemRarityBackgrounds; ItemProtection; FarmingHud; FarmingHudWidget; LowerSensitivity; ChatMessageListener; Shortcuts; ChatRulesHandler; ChatRule; ChatRuleAnnouncementScreen; CalculatorCommand; Calculator; DiscordRPCManager; LividColor; DungeonsConfig; DungeonManager; Room; SecretWaypoint; DungeonEvents; DungeonMapUtils; Debug; DebugRoom; DungeonMap; DungeonScore; PlayerListMgr; FishingHelper; DungeonScoreHUD; Waterboard; PartyFinderScreen; PartyEntryListWidget; PartyEntry; FinderSettingsContainer; OptionDropdownWidget; RangedValueWidget; ChestValue; UIAndVisualsConfig; FireFreezeStaffTimer; GuardianHealth; TheRift; TheEnd; EndHudWidget; SearchOverManager; TitleContainer; ScreenMaster; ScreenBuilder; Widget; PlayerLocator; DungeonTextures; TeleportOverlay; QuiverWarning; SpecialEffects; Boulder; VisitorHelper; PetCache; SecretsTracker; DungeonPlayerWidget; Kuudra; DojoManager; ForceTestHelper; StaminaTestHelper; MasteryTestHelper; SwiftnessTestHelper; ControlTestHelper; TenacityTestHelper; FancyStatusBars; BarPositioner; StatusBar; OnClick; StatusBarRenderer; StatusBarConfig; StatusBarsConfigScreen; EditBarWidget; EventNotifications; BeaconHighlighter; WarpAutocomplete; EggFinder; TimeTowerReminder; JerryTimer; TooltipManager; SlotTextManager; SlotTextAdder
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SnapshotDebug; RenderHelper; SkyblockerMod; ContainerSolverManager; ContainerSolver; UltrasequencerSolver; HelperConfig; Waypoint; NewYearCakesHelper; SkyblockerConfigManager; SkyblockerConfig; Utils; Http; ApiAuthentication; MuseumItemCache; ItemUtils; TooltipInfoType; ItemTooltip; GeneralConfig; CraftPriceTooltip; NEURepoManager; ItemRepository; ItemStackBuilder; SkyblockCraftingRecipe; ObtainedDateTooltip; StatusBarTracker; ConfigDataFixer; SkyblockerScreen; Tips; ProfileViewerScreen; ProfileViewerPage; SubPageSelectButton; ProfileViewerTextWidget; ProfileViewerUtils; ProfileViewerNavButton; ProfileUtils; ApiUtils; AccessoriesHelper; Waypoints; FairySouls; Relics; MythologicalRitual; EnderNodes; OrderedWaypoints; CustomArmorDyeColors; BackpackPreview; ItemRarityBackgrounds; ItemProtection; FarmingHud; FarmingHudWidget; LowerSensitivity; ChatMessageListener; Shortcuts; ChatRulesHandler; ChatRule; ChatRuleAnnouncementScreen; CalculatorCommand; Calculator; DiscordRPCManager; LividColor; DungeonsConfig; DungeonManager; Room; SecretWaypoint; DungeonEvents; DungeonMapUtils; Debug; DebugRoom; DungeonMap; DungeonScore; PlayerListMgr; FishingHelper; DungeonScoreHUD; Waterboard; PartyFinderScreen; PartyEntryListWidget; PartyEntry; FinderSettingsContainer; OptionDropdownWidget; RangedValueWidget; ChestValue; UIAndVisualsConfig; FireFreezeStaffTimer; GuardianHealth; TheRift; TheEnd; EndHudWidget; SearchOverManager; TitleContainer; ScreenMaster; ScreenBuilder; Widget; PlayerLocator; DungeonTextures; TeleportOverlay; QuiverWarning; SpecialEffects; Boulder; VisitorHelper; PetCache; SecretsTracker; DungeonPlayerWidget; Kuudra; DojoManager; ForceTestHelper; StaminaTestHelper; MasteryTestHelper; SwiftnessTestHelper; ControlTestHelper; TenacityTestHelper; FancyStatusBars; BarPositioner; StatusBar; OnClick; StatusBarRenderer; StatusBarConfig; StatusBarsConfigScreen; EditBarWidget; EventNotifications; BeaconHighlighter; WarpAutocomplete; EggFinder; TimeTowerReminder; JerryTimer; TooltipManager; SlotTextManager; SlotTextAdder
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,LevelFinder,Multifaceted Abstraction,The tool detected the smell in this class because the cohesion among the methods of this class is low. LCOM of this class is: 0.8571428571428571
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,LevelFinder,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: xp; level; fill; levelXP; nextLevelXP; CATA_XP_PER_LEVEL; GENERIC_SKILL_BOUNDARIES; CATACOMBS_SKILL_BOUNDARIES; RUNECRAFT_SKILL_BOUNDARIES; SOCIAL_SKILL_BOUNDARIES; COMMON_PET_BOUNDARIES; UNCOMMON_PET_BOUNDARIES; RARE_PET_BOUNDARIES; EPIC_PET_BOUNDARIES; LEGENDARY_PET_BOUNDARIES; GENERIC_SLAYER_BOUNDARIES; VAMPIRE_SLAYER_BOUNDARIES
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,LevelFinder.LevelInfo,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: xp; level; fill; levelXP; nextLevelXP
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,LevelFinder.LevelInfo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,LevelFinder.LevelInfo,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: xp; level; fill; levelXP; nextLevelXP
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,LevelFinder.LevelInfo,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: xp; level; fill; levelXP; nextLevelXP
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,ProfileViewerUtils,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: COMMA_FORMATTER
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory.itemLoaders,InventoryItemLoader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory.itemLoaders,InventoryItemLoader,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: loadItems
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory.itemLoaders,ItemLoader,Imperative Abstraction,The tool detected the smell in this class because it looks like that an operation is turned into a class. This class contains only the following public method: loadItems
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory.itemLoaders,BackpackItemLoader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory.itemLoaders,WardrobeInventoryItemLoader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory.itemLoaders,PetsInventoryItemLoader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.dungeons,DungeonsPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.dungeons,DungeonsPage,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOGGER; CLASSES; dungeonHeaderWidget; dungeonClassWidgetsList; dungeonFloorRunsWidget; dungeonMiscStatsWidgets
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.dungeons,DungeonClassWidget,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.skills,SkillsPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.skills,SkillWidget,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.collections,CollectionsPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
