Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,drawPlayerEntity,Long Statement,The length of the statement "context.drawCenteredTextWithShadow(textRenderer`username.length() > 15 ? username.substring(0`15) : username`rootX + 47`rootY + 14`Color.WHITE.getRGB());" is 153.,124
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,drawPlayerEntity,Magic Number,The method contains a magic number: 9,124
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,drawPlayerEntity,Magic Number,The method contains a magic number: 16,124
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,drawPlayerEntity,Magic Number,The method contains a magic number: 89,124
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,drawPlayerEntity,Magic Number,The method contains a magic number: 124,124
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,drawPlayerEntity,Magic Number,The method contains a magic number: 42,124
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,drawPlayerEntity,Magic Number,The method contains a magic number: 0.0625F,124
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,drawPlayerEntity,Magic Number,The method contains a magic number: 15,124
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,drawPlayerEntity,Magic Number,The method contains a magic number: 15,124
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,drawPlayerEntity,Magic Number,The method contains a magic number: 47,124
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,drawPlayerEntity,Magic Number,The method contains a magic number: 14,124
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,fetchPlayerData,Long Statement,The length of the statement "Optional<JsonObject> selectedProfile=profiles.getAsJsonArray("profiles").asList().stream().map(JsonElement::getAsJsonObject).filter(profile -> profile.getAsJsonPrimitive("selected").getAsBoolean()).findFirst();" is 210.,130
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,fetchPlayerData,Long Statement,The length of the statement "CompletableFuture<Void> minecraftProfileFuture=SkullBlockEntityAccessor.invokeFetchProfileByName(username).thenAccept(profile -> {" is 130.,130
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,initClass,Long Statement,The length of the statement "LiteralArgumentBuilder<FabricClientCommandSource> literalArgumentBuilder=ClientCommandManager.literal("pv").then(ClientCommandManager.argument("username"`StringArgumentType.string()).suggests((source`builder) -> CommandSource.suggestMatching(getPlayerSuggestions(source.getSource())`builder)).executes(Scheduler.queueOpenScreenFactoryCommand(context -> new ProfileViewerScreen(StringArgumentType.getString(context`"username"))))).executes(Scheduler.queueOpenScreenCommand(() -> new ProfileViewerScreen(MinecraftClient.getInstance().getSession().getUsername())));" is 562.,199
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,fetchCollectionsData,Long Statement,The length of the statement "itemEntry.getValue().getAsJsonObject().getAsJsonArray("tiers").forEach(req -> tierReqs.add(req.getAsJsonObject().get("amountRequired").getAsInt()));" is 148.,214
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,getPlayerSuggestions,Long Statement,The length of the statement "return source.getPlayerNames().stream().filter(playerName -> playerName.matches("[A-Za-z0-9_]+")).toArray(String[]::new);" is 121.,245
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,ProfileViewerTextWidget,Empty catch clause,The method has an empty catch block.,19
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,ProfileViewerTextWidget,Magic Number,The method contains a magic number: 100,19
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Long Statement,The length of the statement "context.drawText(textRenderer`"§6Purse:§r " + ProfileViewerUtils.numLetterFormat(PURSE)`root_x + 2`root_y + 6 + ROW_GAP * 2`Colors.WHITE`true);" is 143.,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Long Statement,The length of the statement "context.drawText(textRenderer`"§6Bank:§r " + ProfileViewerUtils.numLetterFormat(BANK)`root_x + 2`root_y + 6 + ROW_GAP * 3`Colors.WHITE`true);" is 141.,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Magic Number,The method contains a magic number: 0.75f,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Magic Number,The method contains a magic number: 0.75f,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Magic Number,The method contains a magic number: 0.75f,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Magic Number,The method contains a magic number: 0.75f,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Magic Number,The method contains a magic number: 14,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Magic Number,The method contains a magic number: 3,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Magic Number,The method contains a magic number: 2,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Magic Number,The method contains a magic number: 6,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Magic Number,The method contains a magic number: 2,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Magic Number,The method contains a magic number: 6,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Magic Number,The method contains a magic number: 2,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Magic Number,The method contains a magic number: 2,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Magic Number,The method contains a magic number: 6,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Magic Number,The method contains a magic number: 3,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Magic Number,The method contains a magic number: 2,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Magic Number,The method contains a magic number: 6,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,render,Magic Number,The method contains a magic number: 4,28
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerPage,render,Long Parameter List,The method has 6 parameters. ,10
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerNavButton,ProfileViewerNavButton,Magic Number,The method contains a magic number: 100,32
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerNavButton,ProfileViewerNavButton,Magic Number,The method contains a magic number: 100,32
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerNavButton,ProfileViewerNavButton,Magic Number,The method contains a magic number: 28,32
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerNavButton,ProfileViewerNavButton,Magic Number,The method contains a magic number: 32,32
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerNavButton,renderWidget,Long Statement,The length of the statement "context.drawGuiTexture(toggled ? BUTTON_TEXTURES_TOGGLED : BUTTON_TEXTURES`this.getX()`this.getY()`this.width`this.height - ((this.toggled) ? 0 : 4));" is 150.,40
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerNavButton,renderWidget,Magic Number,The method contains a magic number: 4,40
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerNavButton,renderWidget,Magic Number,The method contains a magic number: 6,40
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerNavButton,renderWidget,Magic Number,The method contains a magic number: 7,40
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerNavButton,renderWidget,Magic Number,The method contains a magic number: 9,40
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,SubPageSelectButton,Long Parameter List,The method has 5 parameters. ,25
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,SubPageSelectButton,Magic Number,The method contains a magic number: 22,25
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,SubPageSelectButton,Magic Number,The method contains a magic number: 22,25
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,renderWidget,Complex Conditional,The conditional expression (mouseX > getX() + 1 && mouseX < getX() + 19 && mouseY > getY() + 1 && mouseY < getY() + 19) is complex.,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,renderWidget,Long Statement,The length of the statement "context.drawTexture(TEXTURES.get(toggled`(mouseX > getX() && mouseX < getX() + 19 && mouseY > getY() && mouseY < getY() + 19))`this.getX() + 1`this.getY() + 1`0`0`18`18`18`18);" is 176.,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,renderWidget,Magic Number,The method contains a magic number: 20,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,renderWidget,Magic Number,The method contains a magic number: 20,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,renderWidget,Magic Number,The method contains a magic number: 19,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,renderWidget,Magic Number,The method contains a magic number: 19,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,renderWidget,Magic Number,The method contains a magic number: 18,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,renderWidget,Magic Number,The method contains a magic number: 18,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,renderWidget,Magic Number,The method contains a magic number: 18,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,renderWidget,Magic Number,The method contains a magic number: 18,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,renderWidget,Magic Number,The method contains a magic number: 2,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,renderWidget,Magic Number,The method contains a magic number: 2,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,renderWidget,Magic Number,The method contains a magic number: 19,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,renderWidget,Magic Number,The method contains a magic number: 19,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,renderWidget,Magic Number,The method contains a magic number: 10,34
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,clicked,Long Statement,The length of the statement "return this.active && this.visible && (mouseX > getX() + 1 && mouseX < getX() + 19 && mouseY > getY() + 1 && mouseY < getY() + 19);" is 131.,45
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,clicked,Magic Number,The method contains a magic number: 19,45
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,clicked,Magic Number,The method contains a magic number: 19,45
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,ProfileViewerUtils,numLetterFormat,Magic Number,The method contains a magic number: 1_000_000_000,32
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,ProfileViewerUtils,numLetterFormat,Magic Number,The method contains a magic number: 1_000_000_000,32
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,ProfileViewerUtils,numLetterFormat,Magic Number,The method contains a magic number: 1_000_000,32
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,ProfileViewerUtils,numLetterFormat,Magic Number,The method contains a magic number: 1_000_000,32
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,ProfileViewerUtils,numLetterFormat,Magic Number,The method contains a magic number: 1_000,32
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,ProfileViewerUtils,numLetterFormat,Magic Number,The method contains a magic number: 1_000,32
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Long Statement,The length of the statement "inventorySelectButtons.add(new SubPageSelectButton(this`-100`0`i`ICON_MAP.getOrDefault(INVENTORY_PAGES[i]`Ico.BARRIER)));" is 121.,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Long Statement,The length of the statement "inventorySubPages[1]=new Inventory(INVENTORY_PAGES[1]`IntIntPair.of(5`9)`inventoryData.getAsJsonObject("ender_chest_contents"));" is 128.,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Long Statement,The length of the statement "inventorySubPages[2]=new Inventory(INVENTORY_PAGES[2]`IntIntPair.of(5`9)`inventoryData.getAsJsonObject("backpack_contents")`new BackpackItemLoader());" is 150.,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Long Statement,The length of the statement "inventorySubPages[3]=new Inventory(INVENTORY_PAGES[3]`IntIntPair.of(4`9)`inventoryData.getAsJsonObject("wardrobe_contents")`new WardrobeInventoryItemLoader(inventoryData));" is 172.,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Long Statement,The length of the statement "inventorySubPages[5]=new Inventory(INVENTORY_PAGES[5]`IntIntPair.of(5`9)`inventoryData.getAsJsonObject("bag_contents").getAsJsonObject("talisman_bag"));" is 152.,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 100,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 5,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 9,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 2,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 2,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 5,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 9,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 3,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 3,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 4,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 9,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 4,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 4,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 4,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 9,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 5,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 5,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 5,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,InventoryPage,Magic Number,The method contains a magic number: 9,41
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,render,Long Parameter List,The method has 6 parameters. ,60
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,render,Magic Number,The method contains a magic number: 21,60
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,render,Magic Number,The method contains a magic number: 2,60
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,render,Magic Number,The method contains a magic number: 21,60
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,render,Magic Number,The method contains a magic number: 92,60
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,render,Magic Number,The method contains a magic number: 72,60
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,render,Magic Number,The method contains a magic number: 35,60
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,render,Magic Number,The method contains a magic number: 6,60
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Complex Conditional,The conditional expression mouseX > x - 1 && mouseX < x + 16 && mouseY > y - 1 && mouseY < y + 16 is complex.,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Long Parameter List,The method has 6 parameters. ,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Long Statement,The length of the statement "context.drawTexture(TEXTURE`rootX + dimensions.rightInt() * 18 + 7`rootYAdjusted`169`0`7`dimensions.leftInt() * 18 + 17);" is 121.,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Long Statement,The length of the statement "context.drawTexture(TEXTURE`rootX`rootYAdjusted + dimensions.leftInt() * 18 + 17`0`215`dimensions.rightInt() * 18 + 7`7);" is 121.,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Long Statement,The length of the statement "context.drawTexture(TEXTURE`rootX + dimensions.rightInt() * 18 + 7`rootYAdjusted + dimensions.leftInt() * 18 + 17`169`215`7`7);" is 127.,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Long Statement,The length of the statement "context.drawText(textRenderer`I18n.translate("skyblocker.profileviewer.inventory." + containerName)`rootX + 7`rootYAdjusted + 7`Color.DARK_GRAY.getRGB()`false);" is 160.,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Long Statement,The length of the statement "context.drawCenteredTextWithShadow(textRenderer`"Page: " + (activePage + 1) + "/"+ totalPages`rootX + 88`rootY + 140`Color.WHITE.getRGB());" is 139.,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Long Statement,The length of the statement "tooltip=containerList.get(startIndex + i).getTooltip(Item.TooltipContext.DEFAULT`MinecraftClient.getInstance().player`TooltipType.BASIC);" is 137.,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 26,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 3,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 18,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 7,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 18,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 17,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 18,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 7,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 169,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 7,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 18,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 17,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 18,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 17,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 215,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 18,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 7,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 7,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 18,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 7,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 18,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 17,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 169,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 215,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 7,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 7,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 7,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 7,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 44,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 136,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 88,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 140,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 121,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 136,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 8,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 18,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 18,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 18,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 16,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,render,Magic Number,The method contains a magic number: 16,49
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,Pet,Long Statement,The length of the statement "LevelFinder.LevelInfo info=LevelFinder.getLevelInfo(petData.details().getType().equals("GOLDEN_DRAGON") ? "PET_GREG" : "PET_" + petData.details().getTier()`(long)petData.details().getExp());" is 190.,68
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,createIcon,Complex Conditional,The conditional expression item == null && heldItem.isPresent() && heldItem.get().equals("PET_ITEM_TIER_BOOST") is complex.,112
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,createIcon,Long Statement,The length of the statement "String targetItemId=this.getName() + ";" + (this.getTier() + (heldItem.isPresent() && heldItem.get().equals("PET_ITEM_TIER_BOOST") ? 1 : 0));" is 141.,112
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,fromNEUItem,Long Statement,The length of the statement "List<Text> formattedLore=!(name.equals("GOLDEN_DRAGON") && level < 101) ? processLore(item.getLore()`heldItem) : buildGoldenDragonEggLore(item.getLore());" is 154.,128
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,fromNEUItem,Long Statement,The length of the statement "String string="§2§m ".repeat((int)Math.round(perecentageToLevel * 30)) + "§f§m ".repeat(30 - (int)Math.round(perecentageToLevel * 30));" is 135.,128
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,fromNEUItem,Long Statement,The length of the statement "formattedLore.add(formattedLore.size() - 1`Text.literal(string + "§r§e " + numLetterFormat(levelXP)+ "§6/§e"+ numLetterFormat(nextLevelXP)).setStyle(style));" is 157.,128
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,fromNEUItem,Long Statement,The length of the statement "formattedLore.add(formattedLore.size() - 1`Text.literal("MAX LEVEL").setStyle(style).formatted(Formatting.AQUA`Formatting.BOLD));" is 129.,128
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,fromNEUItem,Long Statement,The length of the statement "formattedLore.add(formattedLore.size() - 1`Text.literal("▸ " + ProfileViewerUtils.COMMA_FORMATTER.format((long)xp) + " XP").setStyle(style).formatted(Formatting.DARK_GRAY));" is 173.,128
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,fromNEUItem,Long Statement,The length of the statement "formattedLore.set(0`Text.of(formattedLore.getFirst().getString() + "` " + Formatting.strip(NEURepoManager.NEU_REPO.getItems().getItems().get("PET_SKIN_" + skin.get()).getDisplayName())));" is 187.,128
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,fromNEUItem,Long Statement,The length of the statement "petStack.set(DataComponentTypes.PROFILE`new ProfileComponent(Optional.of(item.getSkyblockItemId())`Optional.of(UUID.randomUUID())`ItemUtils.propertyMapWithTexture(this.skinTexture.get())));" is 189.,128
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,fromNEUItem,Long Statement,The length of the statement "petStack.set(DataComponentTypes.PROFILE`new ProfileComponent(Optional.of(item.getSkyblockItemId())`Optional.of(UUID.randomUUID())`ItemUtils.propertyMapWithTexture(skullTexture.group(1))));" is 188.,128
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,fromNEUItem,Long Statement,The length of the statement "if ((boosted())) formattedLore.set(formattedLore.size() - 1`Text.literal(Rarity.values()[getTier() + 1].toString()).setStyle(style).formatted(Formatting.BOLD`RARITY_COLOR_MAP.get(getTier() + 1)));" is 196.,128
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Pet,fromNEUItem,Long Statement,The length of the statement "petStack.set(DataComponentTypes.CUSTOM_NAME`Text.literal(displayName).setStyle(style).formatted(RARITY_COLOR_MAP.get(this.getTier() + (boosted() ? 1 : 0))));" is 157.,128
